Species,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Rank_11,Rank_12,Rank_13,Rank_14,Rank_15,Rank_16,Rank_17,Rank_18,Rank_19,Rank_20,Rank_21,Rank_22,Rank_23,Rank_24,Rank_25
Escherichia phage phiKT,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,Ermolevavirus,Ermolevavirus PhiKT,,,,,,,,,,,,,,,,,
Escherichia phage slur16,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vequintavirinae,Vequintavirus,Vequintavirus slur16,,,,,,,,,,,,,,,,,
Escherichia phage vB_EcoM_Alf5,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae,Felixounavirus,Felixounavirus Alf5,,,,,,,,,,,,,,,,,
Escherichia phage vB_EcoP_GA2A,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,Studiervirinae,Kayfunavirus,Kayfunavirus GA2A,,,,,,,,,,,,,,,,
Escherichia virus 172-1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gordonclarkvirinae,Kuravirus,,,,,,,,,,,,,,,,,,
Escherichia virus 186,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Peduoviridae,Eganvirus,,,,,,,,,,,,,,,,,,
Escherichia virus 4MG,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vequintavirinae,Seunavirus,,,,,,,,,,,,,,,,,,
Escherichia virus ACGM12,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Drexlerviridae,Braunvirinae,Guelphvirus,,,,,,,,,,,,,,,,,
Escherichia virus AKFV33,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Demerecviridae,Markadamsvirinae,Tequintavirus,,,,,,,,,,,,,,,,,
Escherichia virus APEC5,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Enquatrovirinae,Gamaleyavirus,,,,,,,,,,,,,,,,,
Escherichia virus AYO145A,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae,Felixounavirus,,,,,,,,,,,,,,,,,,
Escherichia virus Bp4,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Enquatrovirinae,Gamaleyavirus,,,,,,,,,,,,,,,,,
Escherichia virus CC31,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Tevenvirinae,Karamvirus,,,,,,,,,,,,,,,,,
Escherichia virus CVM10,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Iiscvirinae,Jilinvirus,,,,,,,,,,,,,,,,,,
Escherichia virus EC6,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae,Felixounavirus,,,,,,,,,,,,,,,,,,
Escherichia virus ECB2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gordonclarkvirinae,Suseptimavirus,,,,,,,,,,,,,,,,,,
Escherichia virus EPS7,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Demerecviridae,Markadamsvirinae,Epseptimavirus,,,,,,,,,,,,,,,,,
Escherichia virus FFH2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vequintavirinae,Vequintavirus,,,,,,,,,,,,,,,,,,
Escherichia virus FV3,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vequintavirinae,Vequintavirus,,,,,,,,,,,,,,,,,,
Escherichia virus G7C,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Enquatrovirinae,Gamaleyavirus,,,,,,,,,,,,,,,,,
Escherichia virus HY02,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae,Felixounavirus,,,,,,,,,,,,,,,,,,
Escherichia virus IME11,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae,Enquatrovirinae,Gamaleyavirus,,,,,,,,,,,,,,,,,
Escherichia virus If1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae,Infulavirus,,,,,,,,,,,,,,,,,
Escherichia virus JES2013,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vequintavirinae,Vequintavirus,,,,,,,,,,,,,,,,,,
Escherichia virus JH2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae,Felixounavirus,,,,,,,,,,,,,,,,,,
Escherichia virus JenK1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Queuovirinae,Nonagvirus,,,,,,,,,,,,,,,,,,
Escherichia virus JenP1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Queuovirinae,Nonagvirus,,,,,,,,,,,,,,,,,,
Escherichia virus K1G,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Guernseyvirinae,Kagunavirus,,,,,,,,,,,,,,,,,,
Escherichia virus K1H,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Guernseyvirinae,Kagunavirus,,,,,,,,,,,,,,,,,,
Escherichia virus K30,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,Studiervirinae,Przondovirus,,,,,,,,,,,,,,,,,
Escherichia virus N15,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ravinvirus,,,,,,,,,,,,,,,,,,,
Escherichia virus NJ01,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gordonclarkvirinae,Kuravirus,,,,,,,,,,,,,,,,,,
Escherichia virus RB16,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Pseudotevenvirus,,,,,,,,,,,,,,,,,,
Escherichia virus RB69,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Tevenvirinae,Mosigvirus,,,,,,,,,,,,,,,,,
Escherichia virus Rtp,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Drexlerviridae,Braunvirinae,Rtpvirus,,,,,,,,,,,,,,,,,
Escherichia virus SU10,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gordonclarkvirinae,Kuravirus,,,,,,,,,,,,,,,,,,
Escherichia virus Septima11,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gordonclarkvirinae,Nieuwekanaalvirus,,,,,,,,,,,,,,,,,,
Escherichia virus T5,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Demerecviridae,Markadamsvirinae,Tequintavirus,,,,,,,,,,,,,,,,,
Escherichia virus V5,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vequintavirinae,Vequintavirus,,,,,,,,,,,,,,,,,,
Escherichia virus VR20,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Tevenvirinae,Gaprivervirus,,,,,,,,,,,,,,,,,
Escherichia virus VR25,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Tevenvirinae,Gaprivervirus,,,,,,,,,,,,,,,,,
Escherichia virus VR26,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Tevenvirinae,Gaprivervirus,,,,,,,,,,,,,,,,,
Escherichia virus VR7,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae,Tevenvirinae,Gaprivervirus,,,,,,,,,,,,,,,,,
Escherichia virus VpaE1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae,Felixounavirus,,,,,,,,,,,,,,,,,,
Escherichia virus ep3,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Iiscvirinae,Jilinvirus,,,,,,,,,,,,,,,,,,
Escherichia virus phiEco32,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gordonclarkvirinae,Kuravirus,,,,,,,,,,,,,,,,,,
Escherichia virus slur09,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Demerecviridae,Markadamsvirinae,Tequintavirus,,,,,,,,,,,,,,,,,
Escherichia virus wV8,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae,Felixounavirus,,,,,,,,,,,,,,,,,,
Ethanoligenens harbinense,cellular organisms,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ethanoligenens,,,,,,,,,,,,,,,,,
Eubacterium limosum,cellular organisms,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,,,,,,,,,,,,,,,,,
Exiguobacterium antarcticum,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,Exiguobacterium,,,,,,,,,,,,,,,,
Exiguobacterium sibiricum,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,Exiguobacterium,,,,,,,,,,,,,,,,
Exiguobacterium sp. AT1b,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,Exiguobacterium,unclassified Exiguobacterium,,,,,,,,,,,,,,,
Exiguobacterium sp. MH3,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,Exiguobacterium,unclassified Exiguobacterium,,,,,,,,,,,,,,,
Exiguobacterium sp. U13-1,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,Exiguobacterium,unclassified Exiguobacterium,,,,,,,,,,,,,,,
Exiguobacterium sp. ZWU0009,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,Exiguobacterium,unclassified Exiguobacterium,,,,,,,,,,,,,,,
Ezakiella massiliensis,cellular organisms,Bacteria,Bacillati,Bacillota,Tissierellia,Tissierellia incertae sedis,Ezakiella,,,,,,,,,,,,,,,,,,
Faecalibacterium prausnitzii,cellular organisms,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,,,,,,,,,,,,,,,,,
Faecalibaculum rodentium,cellular organisms,Bacteria,Bacillati,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,,,,,,,,,,,,,,,,,
Feline leukemia virus,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Orthoretrovirinae,Gammaretrovirus,,,,,,,,,,,,,,,,
Fermentimonas caenicola,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,,,,,,,,,,,,,,,
Ferrimonas balearica,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,,,,,,,,,,,,,,,,,
Fervidobacterium islandicum,cellular organisms,Bacteria,Thermotogati,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,,,,,,,,,,,,,,,,,
Fervidobacterium nodosum,cellular organisms,Bacteria,Thermotogati,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,,,,,,,,,,,,,,,,,
Fervidobacterium pennivorans,cellular organisms,Bacteria,Thermotogati,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,,,,,,,,,,,,,,,,,
Fibrella sp. ES10-3-2-2,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Fibrella,unclassified Fibrella,,,,,,,,,,,,,,
Fibrobacter succinogenes,cellular organisms,Bacteria,Pseudomonadati,FCB group,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,,,,,,,,,,,,,,,,
Fictibacillus arsenicus,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Fictibacillaceae,Fictibacillus,,,,,,,,,,,,,,,,,
Fictibacillus phosphorivorans,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Fictibacillaceae,Fictibacillus,,,,,,,,,,,,,,,,,
Filifactor alocis,cellular organisms,Bacteria,Bacillati,Bacillota,Clostridia,Peptostreptococcales,Filifactoraceae,Filifactor,,,,,,,,,,,,,,,,,
Filimonas lacunae,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Filimonas,,,,,,,,,,,,,,,
Fimbriimonas ginsengisoli,cellular organisms,Bacteria,Bacillati,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,,,,,,,,,,,,,,,,,
Finegoldia magna,cellular organisms,Bacteria,Bacillati,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,,,,,,,,,,,,,,,,,
Fischerella sp. NIES-3754,cellular organisms,Bacteria,Bacillati,Cyanobacteriota/Melainabacteria group,Cyanobacteriota,Cyanophyceae,Nostocales,Hapalosiphonaceae,Fischerella,unclassified Fischerella,,,,,,,,,,,,,,,
Flammeovirga sp. MY04,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,unclassified Flammeovirga,,,,,,,,,,,,,,
Flammeovirgaceae bacterium 311,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,unclassified Flammeovirgaceae,,,,,,,,,,,,,,,
Flavisolibacter tropicus,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,,,,,,,,,,,,,,,
Flavivirga eckloniae,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavivirga,,,,,,,,,,,,,,,
Flavobacteriaceae bacterium 3519-10,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified Flavobacteriaceae,,,,,,,,,,,,,,,
Flavobacteriaceae bacterium UJ101,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unclassified Flavobacteriaceae,,,,,,,,,,,,,,,
Flavobacterium branchiophilum,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,
Flavobacterium columnare,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,
Flavobacterium commune,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,
Flavobacterium crassostreae,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,
Flavobacterium gilvum,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,
Flavobacterium indicum,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,
Flavobacterium johnsoniae,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,
Flavobacterium psychrophilum,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,,,,,,,,,,,
Flavonifractor plautii,cellular organisms,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,,,,,,,,,,,,,,,,,
Fluviicola taffensis,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,,,,,,,,,,,,,,
Formosa sp. Hel1_33_131,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,unclassified Formosa,,,,,,,,,,,,,,
Formosa sp. Hel3_A1_48,cellular organisms,Bacteria,Pseudomonadati,FCB group,Bacteroidota/Chlorobiota group,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,unclassified Formosa,,,,,,,,,,,,,,
Fowl aviadenovirus B,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,,,,,,,,,,,,,,,,,
Fowl aviadenovirus E,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,,,,,,,,,,,,,,,,,
Francisella noatunensis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,,,,,,,,,,,,,,
Francisella philomiragia,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,,,,,,,,,,,,,,
Francisella sp. CA97-1460,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,,,,,,,,,,,,,,
Francisella sp. MA067296,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,unclassified Francisella,,,,,,,,,,,,,,,,
Francisella sp. TX077310,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,,,,,,,,,,,,,,
Francisella tularensis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,,,,,,,,,,,,,,,,,
Frankia alni,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,,,,,,,,,,,,,,,,,
Frankia casuarinae,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,,,,,,,,,,,,,,,,,
Frankia inefficax,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Pseudofrankia,,,,,,,,,,,,,,,,,
Frankia sp. EAN1pec,,,,,,,,,,,,,,,,,,,,,,,,,
Frankia symbiont of Datisca glomerata,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Protofrankia,,,,,,,,,,,,,,,,,
Frateuria aurantia,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Frateuria,,,,,,,,,,,,,,,,,
Frischella perrara,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,,,,,,,,,,,,,,,
Frondihabitans sp. PAMC 28766,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Frondihabitans,unclassified Frondihabitans,,,,,,,,,,,,,,,,
Fuerstia marisgermanicae,cellular organisms,Bacteria,Pseudomonadati,PVC group,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella,,,,,,,,,,,,,,,,
Fujinami sarcoma virus,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Orthoretrovirinae,Alpharetrovirus,,,,,,,,,,,,,,,,
Fusobacterium hwasookii,cellular organisms,Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,,,,,,,,,,,,,,
Fusobacterium nucleatum,cellular organisms,Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,,,,,,,,,,,,,,
Fusobacterium periodonticum,cellular organisms,Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,,,,,,,,,,,,,,
Fusobacterium varium,cellular organisms,Bacteria,Fusobacteriati,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,,,,,,,,,,,,,,
Gallibacterium anatis,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,,,,,,,,,,,,,,,,,
Gallid alphaherpesvirus 2,Viruses,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Alphaherpesvirinae,Mardivirus,Mardivirus gallidalpha2,,,,,,,,,,,,,,,
Gallionella capsiferriformans,cellular organisms,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,,,,,,,,,,,,,,,,,
Gammapapillomavirus 1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 12,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 13,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 14,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 15,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 16,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 18,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 2,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 20,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 21,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 3,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 4,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 5,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 7,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 8,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gammapapillomavirus 9,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,,,,,,,,,,,,,,,,
Gardnerella vaginalis,cellular organisms,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,,,,,,,,,,,,,,,,,
Geitlerinema sp. PCC 7407,cellular organisms,Bacteria,Bacillati,Cyanobacteriota/Melainabacteria group,Cyanobacteriota,Cyanophyceae,Geitlerinematales,Geitlerinemataceae,Geitlerinema,unclassified Geitlerinema,,,,,,,,,,,,,,,
Gemella sp. oral taxon 928,cellular organisms,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,unclassified Gemella,,,,,,,,,,,,,,,,
Geminocystis sp. NIES-3708,cellular organisms,Bacteria,Bacillati,Cyanobacteriota/Melainabacteria group,Cyanobacteriota,Cyanophyceae,Oscillatoriophycideae,Chroococcales,Geminocystaceae,Geminocystis,unclassified Geminocystis,,,,,,,,,,,,,,
